TXT DosyaNo;esasNo;kararNo
008697;2018-4747;2021-6530
008698;2018-4771;2021-6545
008699;2018-5076;2021-6519
008700;2021-1848;2021-6536
008701;2021-16945;2021-5272
008702;2021-2851;2021-5288
008703;2018-2630;2021-6523
008704;2021-16921;2021-5266
008705;2018-4538;2021-6546
008706;2018-4537;2021-6543
008707;2018-4536;2021-6544
008708;2018-5104;2021-6998
008709;2021-3775;2021-6520
008710;2018-538;2021-6580
008711;2018-3576;2021-6522
008712;2018-4380;2021-6578
008713;2018-3960;2021-6967
008714;2018-3961;2021-6966
008715;2018-6245;2021-6539
008716;2018-1708;2021-6562
008717;2018-1812;2021-6531
008718;2018-4578;2021-6538
008719;2018-6387;2021-6540
008720;2018-1603;2021-6028
008721;2018-4579;2021-6537
008722;2018-1711;2021-6565
008723;2018-6829;2021-6524
008724;2018-1709;2021-6563
008725;2018-1219;2021-6026
008726;2018-3155;2021-6953
008727;2021-711;2021-6952
008728;2020-4418;2021-6972
008729;2021-3029;2021-6981
008730;2021-766;2021-6974
008731;2021-7065;2021-6988
008732;2020-5044;2021-6985
008733;2020-2865;2021-6977
008734;2020-7759;2021-6971
008735;2020-4875;2021-6975
008736;2021-7564;2021-6965
008737;2019-5602;2021-6936
008738;2018-1013;2021-6951
008739;2021-6328;2021-6924
008740;2018-2930;2021-6042
008741;2018-4395;2021-6542
008742;2018-4047;2021-6541
008743;2018-369;2021-6574
008744;2018-1391;2021-6568
008745;2018-1393;2021-6570
008746;2018-1707;2021-6561
008747;2018-1390;2021-6567
008748;2018-370;2021-6575
008749;2021-75;2021-7027
008750;2018-6266;2021-6577
008751;2018-435;2021-6576
008752;2021-2295;2021-4943
008753;2019-261;2021-6993
008754;2020-2441;2021-6976
008755;2020-2432;2021-6984
008756;2018-76;2021-6624
008757;2021-3170;2021-6948
008758;2019-2881;2021-6047
008759;2019-15208;2021-14591
008760;2021-10797;2021-14560
008761;2019-13497;2021-14590
008762;2018-6189;2021-14573
008763;2017-1185;2021-14563
008764;2019-11764;2021-14585
008765;2021-5593;2021-14574
008766;2018-3496;2021-14572
008767;2021-10573;2021-14577
008768;2019-11765;2021-14586
008769;2021-1995;2021-14561
008770;2019-12091;2021-14588
008771;2019-16727;2021-14538
008772;2018-7332;2021-14539
008773;2019-21952;2021-14524
008774;2019-15345;2021-14515
008775;2021-111;2021-14521
008776;2015-4500;2021-5387
008777;2018-4663;2021-14570
008778;2018-3735;2021-14559
008779;2019-2952;2021-5392
008780;2021-5322;2021-14509
008781;2021-4939;2021-5361
008782;2018-6534;2021-14535
008783;2018-3794;2021-14507
008784;2021-584;2021-14558
008785;2021-6035;2021-14511
008786;2020-5694;2021-14513
008787;2021-2454;2021-5276
008788;2021-2644;2021-5279
008789;2021-2149;2021-5277
008790;2021-2850;2021-5285
008791;2021-2971;2021-5274
008792;2021-2837;2021-5287
008793;2021-2845;2021-5286
008794;2019-204;2021-14518
008795;2019-15861;2021-14525
008796;2019-15332;2021-14516
008797;2018-518;2021-14522
008798;2019-16687;2021-14526
008799;2018-9474;2021-14517
008800;2021-10364;2021-14551
008801;2019-17000;2021-14584
008802;2021-10812;2021-14600
008803;2020-9502;2021-14520
008804;2021-10614;2021-14569
008805;2021-6699;2021-14557
008806;2021-7688;2021-14502
008807;2021-7422;2021-7019
008808;2021-1209;2021-6959
008809;2018-2515;2021-6048
008810;2021-1571;2021-6958
008811;2020-5930;2021-6931
008812;2021-7684;2021-7018
008813;2019-1252;2021-6937
008814;2020-6112;2021-6934
008815;2020-5808;2021-6930
008816;2020-6063;2021-6933
008817;2021-1190;2021-6947
008818;2020-2718;2021-7026
008819;2020-4114;2021-6927
008820;2021-7404;2021-7050
008821;2020-6056;2021-6932
008822;2021-1579;2021-6926
008823;2020-4633;2021-6928
008824;2020-5798;2021-6929
008825;2021-5666;2021-7034
008826;2021-2736;2021-7029
008827;2021-7572;2021-7054
008828;2021-7373;2021-7045
008829;2019-11178;2021-6986
008830;2021-7368;2021-7044
008831;2021-7199;2021-6988
008832;2019-261;2021-5537
008833;2021-7052;2021-7039
008834;2021-7434;2021-7051
008835;2017-1931;2021-11198
008836;2021-565;2021-14531
008837;2018-3907;2021-6025
008838;2021-7221;2021-7024
008839;2021-563;2021-14529
008840;2015-780;2021-5409
008841;2015-1522;2021-5389
008842;2019-270;2021-6987
008843;2021-4810;2021-5395
008844;2021-5120;2021-5380
008845;2021-5031;2021-5370
008846;2021-5121;2021-5379
008847;2021-2517;2021-7376
008848;2021-7022;2021-7038
008849;2017-4297;2021-11199
008850;2021-8853;2021-11120
008851;2021-564;2021-14530
008852;2021-7550;2021-7053
008853;2021-562;2021-14528
008854;2021-3716;2021-5367
008855;2015-1656;2021-5363
008856;2019-949;2021-6050
008857;2018-2548;2021-6054
008858;2019-3245;2021-6051
008859;2018-2584;2021-6044
008860;2021-6380;2021-7155
008861;2019-11875;2021-6996
008862;2021-7198;2021-6989
008863;2021-7639;2021-7025
008864;2021-1858;2021-7422
008865;2020-5657;2021-7378
008866;2018-2987;2021-6038
008867;2018-1276;2021-6023
008868;2018-5107;2021-6024
008869;2018-3006;2021-6040
008870;2018-2585;2021-6045
008871;2018-2982;2021-6034
008872;2018-3005;2021-6039
008873;2018-2571;2021-6035
008874;2019-574;2021-6036
008875;2018-94;2021-6573
008876;2018-4178;2021-6037
008877;2021-7196;2021-6990
008878;2020-5305;2021-7000
008879;2021-6292;2021-7003
008880;2021-6293;2021-7004
008881;2020-5352;2021-7001
008882;2020-94;2021-4831
008883;2021-10761;2021-4915
008884;2021-6826;2021-4789
008885;2021-461;2021-4796
008886;2021-8881;2021-4790
008887;2021-2173;2021-4804
008888;2021-3247;2021-4808
008889;2020-5165;2021-4781
008890;2019-6383;2021-4778
008891;2021-8299;2021-4832
008892;2021-4986;2021-4775
008893;2020-1393;2021-4834
008894;2021-3753;2021-4786
008895;2021-10517;2021-4774
008896;2021-4852;2021-4787
008897;2021-3511;2021-4784
008898;2020-373;2021-4898
008899;2021-3645;2021-4785
008900;2020-4417;2021-4782
008901;2020-5168;2021-4783
008902;2020-3821;2021-4899
008903;2021-4932;2021-4788
008904;2020-1408;2021-4892
008905;2020-3608;2021-4897
008906;2020-690;2021-4903
008907;2021-8816;2021-4905
008908;2020-5768;2021-4900
008909;2021-7348;2021-4921
008910;2020-3176;2021-4896
008911;2021-5157;2021-4819
008912;2021-2555;2021-4810
008913;2021-8578;2021-4872
008914;2020-4382;2021-4779
008915;2021-10851;2021-4891
008916;2021-157;2021-4814
008917;2021-918;2021-4812
008918;2021-2230;2021-4906
008919;2020-2390;2021-4895
008920;2020-5102;2021-4776
008921;2021-11143;2021-4800
008922;2020-399;2021-4853
008923;2019-5146;2021-4791
008924;2020-2926;2021-4882
008925;2021-9124;2021-4890
008926;2020-2317;2021-4917
008927;2020-6869;2021-4902
008928;2021-7519;2021-4881
008929;2020-1593;2021-4767
008930;2021-9417;2021-4769
008931;2020-2724;2021-4766
008932;2021-10782;2021-4792
008933;2019-6443;2021-4773
008934;2021-10973;2021-4793
008935;2020-1663;2021-4852
008936;2021-4377;2021-5225
008937;2021-5455;2021-4848
008938;2020-5715;2021-4911
008939;2021-8456;2021-4913
008940;2021-3165;2021-4811
008941;2020-3383;2021-4851
008942;2021-3204;2021-4795
008943;2020-5144;2021-4841
008944;2021-11130;2021-4794
008945;2021-2269;2021-4807
008946;2020-3034;2021-4838
008947;2021-6913;2021-4884
008948;2021-2901;2021-4820
008949;2021-118;2021-4798
008950;2019-3808;2021-4873
008951;2021-1334;2021-4801
008952;2021-1363;2021-4816
008953;2020-1726;2021-4894
008954;2020-6028;2021-4901
008955;2021-435;2021-4805
008956;2021-11126;2021-4799
008957;2019-5736;2021-4877
008958;2019-3916;2021-4874
008959;2020-2737;2021-4879
008960;2021-2267;2021-4815
008961;2019-3737;2021-4886
008962;2020-5749;2021-4827
008963;2019-3374;2021-4826
008964;2020-3069;2021-4825
008965;2020-1534;2021-4893
008966;2021-10542;2021-4860
008967;2020-2141;2021-4829
008968;2020-5732;2021-4908
008969;2021-7583;2021-4824
008970;2019-3919;2021-4823
008971;2021-1132;2021-4813
008972;2020-850;2021-4777
008973;2019-5810;2021-6498
008974;2018-4085;2021-14499
008975;2019-9991;2021-6977
008976;2015-140;2021-5350
008977;2018-5524;2021-6984
008978;2016-3120;2021-6950
008979;2016-3018;2021-6951
008980;2019-9516;2021-6957
008981;2021-5282;2021-6985
008982;2021-5058;2021-5349
008983;2021-4593;2021-5355
008984;2018-9301;2021-14483
008985;2015-3553;2021-5351
008986;2021-7618;2021-11077
008987;2021-2321;2021-6022
008988;2019-6347;2021-4888
008989;2021-2137;2021-11076
008990;2021-8971;2021-10935
008991;2019-2359;2021-4887
008992;2021-6919;2021-4912
008993;2021-3921;2021-6488
008994;2019-5095;2021-4924
008995;2018-3452;2021-6490
008996;2021-6763;2021-4883
008997;2018-5082;2021-6513
008998;2019-2556;2021-4909
008999;2018-2995;2021-6487
009000;2018-3451;2021-6489
009001;2018-1289;2021-6483
009002;2018-5998;2021-6484
009003;2018-3189;2021-6491
009004;2021-2228;2021-6481
009005;2018-2856;2021-6509
009006;2018-4996;2021-6508
009007;2021-2229;2021-6478
009008;2018-5362;2021-6479
009009;2018-4997;2021-6511
009010;2018-1264;2021-6515
009011;2018-234;2021-6512
009012;2018-258;2021-6497
009013;2018-3325;2021-6494
009014;2018-1925;2021-6482
009015;2018-3479;2021-6493
009016;2018-2996;2021-6486
009017;2018-2857;2021-6510
009018;2021-11207;2021-5228
009019;2021-13083;2021-5255
009020;2018-3018;2021-6485
009021;2021-10455;2021-5254
009022;2018-5459;2021-6974
009023;2016-16012;2021-6973
009024;2018-5928;2021-6517
009025;2018-1814;2021-6496
009026;2018-2148;2021-6492
009027;2018-5083;2021-6514
009028;2019-1676;2021-6495
009029;2018-4939;2021-5998
009030;2018-3953;2021-6516
009031;2021-657;2021-4927
009032;2021-7706;2021-4880
009033;2019-4405;2021-4871
009034;2021-4801;2021-4865
009035;2018-1132;2021-6961
009036;2019-1692;2021-14476
009037;2018-5986;2021-14465
009038;2018-1517;2021-14479
009039;2019-1111;2021-14458
009040;2020-5843;2021-14480
009041;2019-1688;2021-14475
009042;2019-1690;2021-14478
009043;2018-4482;2021-14452
009044;2018-5621;2021-14470
009045;2018-4470;2021-14457
009046;2019-117;2021-14447
009047;2018-4172;2021-14460
009048;2018-2799;2021-14488
009049;2018-5128;2021-14477
009050;2021-869;2021-14446
009051;2019-11939;2021-14445
009052;2018-394;2021-6480
009053;2018-4523;2021-14467
009054;2021-7011;2021-4859
009055;2020-7006;2021-14501
009056;2018-9381;2021-14482
009057;2018-9411;2021-14481
009058;2018-4524;2021-14500
009059;2021-2321;2021-5345
009060;2015-2033;2021-5352
009061;2018-4533;2021-14463
009062;2018-803;2021-14461
009063;2018-1996;2021-14456
009064;2018-7227;2021-14497
009065;2021-706;2021-3351
009066;2021-705;2021-3359
009067;2021-702;2021-3360
009068;2021-701;2021-3358
009069;2020-98;2021-4920
009070;2019-4963;2021-4876
009071;2021-693;2021-3354
009072;2021-703;2021-3353
009073;2021-10913;2021-4842
009074;2021-707;2021-3355
009075;2019-4406;2021-4875
009076;2021-4378;2021-5218
009077;2021-484;2021-5227
009078;2021-14775;2021-5226
009079;2021-117;2021-5224
009080;2021-7878;2021-4922
009081;2021-8455;2021-4904
009082;2021-8688;2021-4849
009083;2019-5909;2021-4878
009084;2021-4243;2021-4856
009085;2021-10167;2021-4764
009086;2021-9642;2021-4765
009087;2021-9641;2021-4763
009088;2021-5432;2021-4854
009089;2021-5539;2021-4858
009090;2021-1195;2021-11008
009091;2021-845;2021-11009
009092;2019-3650;2021-4910
009093;2021-8567;2021-4926
009094;2021-8260;2021-4925
009095;2021-8272;2021-4923
009096;2019-2738;2021-4822
009097;2020-2718;2021-4828
009098;2020-1660;2021-4771
009099;2021-5435;2021-4835
009100;2021-8580;2021-4885
009101;2021-5232;2021-4866
009102;2020-3037;2021-4855
009103;2020-3569;2021-4833
009104;2021-3222;2021-4809
009105;2021-10158;2021-4761
009106;2021-1062;2021-4780
009107;2018-5104;2021-4797
009108;2019-3815;2021-4821
009109;2021-4892;2021-4864
009110;2021-5400;2021-4857
009111;2021-10603;2021-4850
009112;2021-1566;2021-4869
009113;2021-7780;2021-4830
009114;2021-1568;2021-4867
009115;2021-4154;2021-4844
009116;2019-4420;2021-4836
009117;2021-4179;2021-4845
009118;2020-3062;2021-4839
009119;2020-4903;2021-4840
009120;2021-2139;2021-4817
009121;2021-5096;2021-4846
009122;2021-10914;2021-4843
009123;2021-5147;2021-4847
009124;2019-5399;2021-4837
009125;2021-10879;2021-4862
009126;2019-862;2021-4868
009127;2021-704;2021-3356
009128;2021-694;2021-3357
009129;2017-1634;2021-10870
009130;2021-8376;2021-10858
009131;2021-8113;2021-10861
009132;2018-7126;2021-7151
009133;2018-7162;2021-7144
009134;2018-2966;2021-7142
009135;2019-897;2021-6960
009136;2018-2788;2021-6958
009137;2021-1248;2021-4806
009138;2021-1746;2021-4928
009139;2021-7952;2021-4889
009140;2019-9508;2021-6975
009141;2021-1338;2021-6955
009142;2019-9934;2021-6979
009143;2018-5246;2021-6983
009144;2021-5691;2021-5265
009145;2021-4785;2021-6956
009146;2019-2239;2021-6978
009147;2019-496;2021-6980
009148;2019-632;2021-6976
009149;2021-8313;2021-10856
009150;2021-8378;2021-10855
009151;2021-8375;2021-10857
009152;2021-6870;2021-6982
009153;2018-2814;2021-6981
009154;2021-4832;2021-7119
009155;2021-79;2021-10923
009156;2020-6140;2021-10933
009157;2020-5886;2021-10936
009158;2021-16417;2021-5246
009159;2017-2172;2021-10882
009160;2020-5464;2021-10922
009161;2021-4237;2021-10937
009162;2018-4358;2021-7140
009163;2021-5135;2021-10869
009164;2021-8112;2021-10859
009165;2021-14191;2021-5247
009166;2021-10803;2021-5245
009167;2021-4541;2021-5249
009168;2017-1856;2021-6962
009169;2020-645;2021-6964
009170;2020-2409;2021-6966
009171;2018-2752;2021-6959
009172;2018-4814;2021-6007
009173;2019-11125;2021-6963
009174;2018-4841;2021-5992
009175;2018-4819;2021-6012
009176;2018-2241;2021-6004
009177;2018-4821;2021-6014
009178;2018-4815;2021-6008
009179;2020-646;2021-6965
009180;2018-2242;2021-6005
009181;2018-4818;2021-6011
009182;2018-2076;2021-6001
009183;2018-4816;2021-6009
009184;2018-2078;2021-6003
009185;2018-4820;2021-6013
009186;2018-4823;2021-6016
009187;2018-4813;2021-6006
009188;2018-4817;2021-6010
009189;2018-4822;2021-6015
009190;2018-4825;2021-6018
009191;2018-2077;2021-6002
009192;2018-5486;2021-5995
009193;2018-4826;2021-6019
009194;2021-328;2021-6021
009195;2018-4824;2021-6017
009196;2019-5729;2021-5989
009197;2021-3509;2021-5997
009198;2021-6766;2021-14474
009199;2018-2074;2021-5999
009200;2021-3508;2021-5993
009201;2018-7552;2021-7126
009202;2018-2075;2021-6000
009203;2018-2792;2021-5994
009204;2018-5090;2021-5990
009205;2019-221;2021-5991
009206;2018-5083;2021-7141
009207;2020-22;2021-5996
009208;2018-5242;2021-7137
009209;2021-17333;2021-5237
009210;2020-423;2021-10939
009211;2017-4142;2021-11015
009212;2020-378;2021-3348
009213;2020-462;2021-3349
009214;2018-6728;2021-7133
009215;2021-2392;2021-10938
009216;2021-5977;2021-7120
009217;2021-2413;2021-3361
009218;2021-2747;2021-3347
009219;2021-2305;2021-6477
009220;2019-8671;2021-6915
009221;2021-7597;2021-14442
009222;2020-1127;2021-6940
009223;2020-1100;2021-6942
009224;2020-1101;2021-6941
009225;2020-541;2021-6934
009226;2020-435;2021-6926
009227;2020-1217;2021-6933
009228;2019-13004;2021-6932
009229;2020-1033;2021-6939
009230;2020-3373;2021-6935
009231;2020-438;2021-6925
009232;2020-445;2021-6924
009233;2021-3025;2021-4721
009234;2018-5068;2021-4720
009235;2018-3858;2021-5195
009236;2018-903;2021-5193
009237;2018-1;2021-5207
009238;2021-15069;2021-5211
009239;2021-3556;2021-5210
009240;2017-514;2021-6789
009241;2021-2367;2021-6841
009242;2021-580;2021-10775
009243;2021-1270;2021-10699
009244;2020-5068;2021-10698
009245;2018-491;2021-10696
009246;2021-1271;2021-10700
009247;2017-3985;2021-10742
009248;2017-2361;2021-10765
009249;2021-1474;2021-3302
009250;2018-8930;2021-14390
009251;2020-2586;2021-10697
009252;2021-8339;2021-10744
009253;2017-2335;2021-10740
009254;2021-3720;2021-6904
009255;2021-4196;2021-6906
009256;2021-4119;2021-6905
009257;2021-10560;2021-14406
009258;2015-2707;2021-5326
009259;2021-2526;2021-6900
009260;2021-3486;2021-6893
009261;2021-3479;2021-6892
009262;2021-2458;2021-6899
009263;2021-1390;2021-6845
009264;2021-4483;2021-6896
009265;2021-4519;2021-6897
009266;2021-3478;2021-6891
009267;2021-2361;2021-6898
009268;2019-6667;2021-6840
009269;2021-3569;2021-6894
009270;2015-5523;2021-5342
009271;2021-2669;2021-6903
009272;2020-3114;2021-5333
009273;2021-4218;2021-6907
009274;2021-2649;2021-6901
009275;2021-2659;2021-6902
009276;2021-4598;2021-5321
009277;2015-2419;2021-5339
009278;2015-5998;2021-5343
009279;2021-5026;2021-6908
009280;2015-6507;2021-5313
009281;2021-5059;2021-5344
009282;2020-7641;2021-6802
009283;2021-1504;2021-6821
009284;2021-2509;2021-6794
009285;2020-7115;2021-6800
009286;2020-3077;2021-6817
009287;2020-4903;2021-6818
009288;2020-4905;2021-6819
009289;2021-4575;2021-6808
009290;2021-4836;2021-6805
009291;2020-3889;2021-6774
009292;2021-3681;2021-6804
009293;2015-2514;2021-5317
009294;2021-10559;2021-14405
009295;2018-8067;2021-14389
009296;2018-3591;2021-6828
009297;2021-2240;2021-6852
009298;2021-2263;2021-6855
009299;2021-2093;2021-6850
009300;2021-2323;2021-6868
009301;2021-2085;2021-6849
009302;2021-2248;2021-6854
009303;2021-2237;2021-6851
009304;2021-3033;2021-6858
009305;2021-1046;2021-6857
009306;2017-347;2021-10743
009307;2021-2322;2021-6866
009308;2021-2276;2021-6857
009309;2021-2282;2021-6860
009310;2020-3210;2021-6856
009311;2019-9193;2021-6853
009312;2021-4344;2021-10779
009313;2021-6684;2021-10703
009314;2017-3673;2021-10739
009315;2017-1119;2021-10745
009316;2017-3965;2021-10738
009317;2019-2148;2021-6430
009318;2018-2608;2021-6474
009319;2018-6214;2021-6435
009320;2021-3774;2021-6448
009321;2018-4670;2021-6455
009322;2018-4092;2021-6453
009323;2018-4093;2021-6454
009324;2018-5037;2021-6428
009325;2021-2922;2021-6449
009326;2018-4774;2021-6475
009327;2021-3346;2021-6451
009328;2018-6108;2021-6423
009329;2018-6107;2021-6437
009330;2021-3345;2021-6450
009331;2018-2905;2021-6462
009332;2018-669;2021-6457
009333;2018-2628;2021-6464
009334;2018-6793;2021-6468
009335;2021-2161;2021-6476
009336;2021-6711;2021-6753
009337;2018-830;2021-6466
009338;2018-4133;2021-6404
009339;2018-1829;2021-6440
009340;2016-3045;2021-5181
009341;2021-2959;2021-6445
009342;2018-666;2021-6452
009343;2021-3769;2021-6446
009344;2021-3288;2021-6443
009345;2021-3478;2021-6444
009346;2021-2948;2021-6442
009347;2021-17451;2021-5208
009348;2018-4430;2021-6426
009349;2018-5962;2021-6441
009350;2016-1151;2021-5180
009351;2021-3773;2021-6447
009352;2018-4132;2021-6425
009353;2018-5053;2021-6438
009354;2016-15106;2021-5202
009355;2018-1884;2021-6456
009356;2016-3047;2021-5183
